,favorite_count,id,retweet_count
947,3451,751456908746354688,1097
948,13486,751251247299190784,6492
949,6794,751205363882532864,2021
950,5483,751132876104687617,1440
951,5162,750868782890057730,1539
952,14237,750719632563142656,5580
953,4801,750506206503038976,1270
954,14198,750429297815552001,4776
955,4883,750383411068534784,1256
956,739,750381685133418496,35
957,3332,750147208377409536,1067
958,3908,750132105863102464,1397
959,4647,750117059602808832,1430
960,3275,750101899009982464,929
961,2337,750086836815486976,600
962,8444,750071704093859840,3687
963,3372,750056684286914561,981
964,3420,750041628174217216,684
965,2921,750026558547456000,871
966,3489,750011400160841729,1005
967,3258,749996283729883136,890
968,5504,749981277374128128,2705
969,5004,749774190421639168,1445
970,6566,749417653287129088,1842
971,2822,749403093750648834,602
972,9249,749395845976588288,3822
973,5902,749317047558017024,2444
974,6201,749075273010798592,2286
975,5155,749064354620928000,1672
976,3328,749036806121881602,860
977,11551,748977405889503236,3762
978,6295,748932637671223296,2483
979,2972,748705597323898880,1041
980,5094,748699167502000129,1766
981,4555,748692773788876800,1466
982,6529,748575535303884801,2199
983,2340,748568946752774144,739
984,5613,748346686624440324,1366
985,8256,748337862848962560,4549
986,3984,748324050481647620,843
987,3948,748307329658011649,788
988,15175,748220828303695873,8584
989,6236,747963614829678593,2376
990,7122,747933425676525569,2808
991,3169,747885874273214464,1093
992,3014,747844099428986880,822
993,5216,747816857231626240,1283
994,1481,747651430853525504,174
995,13846,747648653817413632,6433
996,2495,747600769478692864,601
997,3954,747594051852075008,1162
998,5964,747512671126323200,1742
999,4153,747461612269887489,1139
1000,5837,747439450712596480,2126
1001,0,747242308580548608,3173
1002,5667,747219827526344708,1737
1003,3631,747204161125646336,1008
1004,10289,747103485104099331,4410
1005,3093,746906459439529985,328
1006,6425,746872823977771008,2362
1007,5678,746818907684614144,1892
1008,5218,746790600704425984,1754
1009,10253,746757706116112384,4276
1010,6483,746726898085036033,1966
1011,5405,746542875601690625,2052
1012,0,746521445350707200,1082
1013,4974,746507379341139972,1187
1014,6486,746369468511756288,1811
1015,7391,746131877086527488,2420
1016,3800,746056683365994496,905
1017,4333,745789745784041472,1171
1018,7474,745712589599014916,2550
1019,7620,745433870967832576,2790
1020,9196,745422732645535745,2685
1021,7672,745314880350101504,3050
1022,8385,745074613265149952,3866
1023,7752,745057283344719872,2509
1024,3193,744995568523612160,692
1025,8426,744971049620602880,2955
1026,5992,744709971296780288,1706
1027,7235,744334592493166593,2354
1028,128067,744234799360020481,77223
1029,1821,744223424764059648,410
1030,4439,743980027717509120,1198
1031,3901,743895849529389061,1050
1032,0,743835915802583040,2300
1033,4798,743609206067040256,1511
1034,19755,743595368194129920,7205
1035,3766,743545585370791937,1030
1036,8459,743510151680958465,4053
1037,4519,743253157753532416,1328
1038,6629,743222593470234624,2092
1039,4109,743210557239623680,1498
1040,7549,742534281772302336,3887
1041,4749,742528092657332225,2180
1042,7760,742465774154047488,4245
1043,10538,742423170473463808,4172
1044,7266,742385895052087300,2178
1045,4638,742161199639494656,1508
1046,5505,742150209887731712,1710
1047,4865,741793263812808706,1654
1048,8741,741743634094141440,3028
1049,3927,741438259667034112,915
1050,9387,741303864243200000,3538
1051,10722,741099773336379392,6057
1052,10084,741067306818797568,3392
1053,6849,740995100998766593,3030
1054,3644,740711788199743490,1022
1055,3031,740699697422163968,853
1056,19390,740676976021798912,7464
1057,37121,740373189193256964,14592
1058,2647,740365076218183684,480
1059,3520,740359016048689152,936
1060,7148,740214038584557568,2156
1061,21331,739979191639244800,6493
1062,4329,739932936087216128,1180
1063,4043,739844404073074688,932
1064,4075,739623569819336705,1495
1065,5749,739606147276148736,1813
1066,42507,739544079319588864,23490
1067,7702,739485634323156992,3221
1068,73228,739238157791694849,50785
1069,115,738891149612572673,6
1070,4026,738885046782832640,1243
1071,3569,738883359779196928,889
1072,5437,738537504001953792,1710
1073,3499,738402415918125056,931
1074,4617,738184450748633089,1323
1075,9389,738166403467907072,3734
1076,2700,738156290900254721,722
1077,5628,737826014890496000,1932
1078,10669,737800304142471168,3785
1079,5392,737678689543020544,1465
1080,11019,737445876994609152,4877
1081,3850,737322739594330112,882
1082,15672,737310737551491075,8092
1083,4611,736736130620620800,1905
1084,18952,736392552031657984,8145
1085,4266,736365877722001409,1364
1086,8681,736225175608430592,3020
1087,8438,736010884653420544,3248
1088,3843,735991953473572864,1255
1089,4290,735648611367784448,1197
1090,6608,735635087207878657,2586
1091,13873,735274964362878976,5548
1092,3583,735256018284875776,965
1093,3338,735137028879360001,1055
1094,2918,734912297295085568,562
1095,13406,734787690684657664,6883
1096,2673,734776360183431168,589
1097,1597,734559631394082816,431
1098,3832,733828123016450049,849
1099,3914,733822306246479872,1101
1100,3355,733482008106668032,1037
1101,4484,733460102733135873,1402
1102,45322,733109485275860992,17313
1103,2598,732732193018155009,584
1104,3761,732726085725589504,964
1105,3936,732585889486888962,844
1106,8611,732375214819057664,2748
1107,15918,732005617171337216,5960
1108,3718,731285275100512256,1073
1109,4086,731156023742988288,1387
1110,6522,730924654643314689,2163
1111,5252,730573383004487680,2354
1112,3702,730427201120833536,1132
1113,4084,730211855403241472,1148
1114,5211,730196704625098752,2106
1115,4290,729854734790754305,1218
1116,1813,729838605770891264,418
1117,4251,729823566028484608,1349
1118,6190,729463711119904772,2509
1119,2009,729113531270991872,359
1120,3377,728986383096946689,891
1121,4973,728760639972315136,1848
1122,2977,728751179681943552,739
1123,3533,728653952833728512,1139
1124,5252,728409960103686147,2195
1125,3915,728387165835677696,1040
1126,4586,728046963732717569,1279
1127,4841,728035342121635841,1828
1128,4370,728015554473250816,1194
1129,3126,727685679342333952,695
1130,6288,727644517743104000,1907
1131,4766,727524757080539137,1338
1132,3530,727314416056803329,814
1133,3233,727286334147182592,895
1134,4118,727175381690781696,1491
1135,3871,727155742655025152,1442
1136,7332,726935089318363137,2664
1137,4082,726887082820554753,1641
1138,3782,726828223124897792,1098
1139,4703,726224900189511680,1265
1140,7504,725842289046749185,2886
1141,4428,725786712245440512,1481
1142,5520,725729321944506368,1941
1143,1502,725458796924002305,676
1144,3947,724983749226668032,1424
1145,2520,724771698126512129,698
1146,5648,724405726123311104,1795
1147,4610,724049859469295616,1924
1148,2835,724046343203856385,607
1149,4455,724004602748780546,1728
1150,4133,723912936180330496,1334
1151,8216,723688335806480385,3245
1152,3219,723673163800948736,970
1153,5642,723179728551723008,2047
1154,4379,722974582966214656,1712
1155,5272,722613351520608256,1784
1156,4959,721503162398597120,2046
1157,2686,721001180231503872,666
1158,3320,720785406564900865,841
1159,2635,720775346191278080,742
1160,4390,720415127506415616,1621
1161,6827,720389942216527872,2749
1162,3055,720340705894408192,1058
1163,4142,720059472081784833,1233
1164,5214,720043174954147842,2181
1165,5143,719991154352222208,1910
1166,4859,719704490224398336,1582
1167,5388,719551379208073216,2111
1168,2969,719367763014393856,802
1169,4687,719339463458033665,1356
1170,3627,719332531645071360,1038
1171,3709,718971898235854848,1199
1172,5575,718939241951195136,1915
1173,20157,718631497683582976,8818
1174,2605,718613305783398402,525
1175,2650,718540630683709445,1100
1176,2879,718460005985447936,581
1177,5188,718454725339934721,1637
1178,2048,718246886998687744,546
1179,4114,718234618122661888,1086
1180,2607,717841801130979328,649
1181,3082,717790033953034240,1226
1182,6129,717537687239008257,2003
1183,1704,717428917016076293,495
1184,3358,717421804990701568,919
1185,6659,717047459982213120,2072
1186,3477,717009362452090881,1066
1187,4542,716802964044845056,1273
1188,5875,716791146589110272,1513
1189,1306,716730379797970944,460
1190,13964,716447146686459905,6409
1191,2513,716439118184652801,238
1192,2960,716285507865542656,1184
1193,5199,716080869887381504,1895
1194,3401,715928423106027520,954
1195,3974,715758151270801409,1549
1196,4966,715733265223708672,1844
1197,2982,715704790270025728,614
1198,4157,715696743237730304,1406
1199,4600,715680795826982913,1767
1200,5821,715360349751484417,1709
1201,3210,715342466308784130,743
1202,2566,715220193576927233,712
1203,5452,715200624753819648,2050
1204,4434,715009755312439296,1345
1205,3997,714982300363173890,1125
1206,7834,714962719905021952,4655
1207,4400,714957620017307648,1547
1208,3476,714631576617938945,1089
1209,3851,714606013974974464,1014
1210,2887,714485234495041536,1266
1211,3198,714258258790387713,777
1212,3475,714251586676113411,916
1213,2413,714214115368108032,956
1214,4574,714141408463036416,1522
1215,3484,713919462244790272,847
1216,2033,713909862279876608,596
1217,3003,713900603437621249,810
1218,5190,713761197720473600,1496
1219,4697,713411074226274305,1404
1220,7660,713177543487135744,3090
1221,4751,713175907180089344,1579
1222,19810,712809025985978368,7335
1223,13174,712717840512598017,5446
1224,4430,712668654853337088,1324
1225,5662,712438159032893441,1701
1226,260,712309440758808576,25
1227,4042,712097430750289920,1129
1228,3132,712092745624633345,980
1229,3442,712085617388212225,528
1230,2413,712065007010385924,683
1231,0,711998809858043904,137
1232,8571,711968124745228288,2521
1233,3019,711743778164514816,1071
1234,9489,711732680602345472,4503
1235,34982,711694788429553666,19894
1236,4123,711652651650457602,999
1237,3892,711363825979756544,1239
1238,3523,711306686208872448,797
1239,3192,711008018775851008,683
1240,4848,710997087345876993,1513
1241,2714,710844581445812225,748
1242,2866,710833117892898816,586
1243,2456,710658690886586372,615
1244,5108,710609963652087808,2559
1245,4858,710588934686908417,2049
1246,2523,710296729921429505,800
1247,2269,710283270106132480,562
1248,4823,710272297844797440,1377
1249,2557,710269109699739648,1225
1250,3097,710153181850935296,972
1251,2951,710140971284037632,976
1252,5856,710117014656950272,2170
1253,3176,709918798883774466,1168
1254,715,709901256215666688,108
1255,3736,709852847387627521,1300
1256,3763,709566166965075968,1318
1257,3497,709556954897764353,1161
1258,1583,709519240576036864,263
1259,2367,709449600415961088,645
1260,2791,709409458133323776,759
1261,2549,709225125749587968,627
1262,13431,709207347839836162,6362
1263,2566,709198395643068416,697
1264,2145,709179584944730112,735
1265,2182,709158332880297985,453
1266,5075,709042156699303936,1792
1267,1908,708853462201716736,715
1268,3163,708845821941387268,979
1269,1814,708834316713893888,549
1270,17601,708810915978854401,7590
1271,2923,708738143638450176,887
1272,2722,708711088997666817,794
1273,2716,708479650088034305,739
1274,3279,708469915515297792,894
1275,17071,708400866336894977,11021
1276,3846,708356463048204288,1467
1277,2508,708349470027751425,805
1278,4554,708149363256774660,1684
1279,3612,708130923141795840,916
1280,2862,708119489313951744,1066
1281,2065,708109389455101952,589
1282,4650,708026248782585858,2099
1283,3314,707995814724026368,1222
1284,51,707983188426153984,2
1285,2874,707969809498152960,1056
1286,3496,707776935007539200,1032
1287,2650,707741517457260545,664
1288,4368,707738799544082433,2697
1289,3654,707693576495472641,1093
1290,2755,707629649552134146,957
1291,18093,707610948723478529,7009
1292,2432,707420581654872064,761
1293,2425,707411934438625280,652
1294,3744,707387676719185920,1426
1295,3510,707377100785885184,1176
1296,2629,707315916783140866,702
1297,2941,707297311098011648,874
1298,2745,707059547140169728,740
1299,2347,707038192327901184,874
1300,4330,707021089608753152,1499
1301,2454,707014260413456384,648
1302,15560,706904523814649856,8555
1303,2212,706901761596989440,660
1304,3541,706681918348251136,1057
1305,2748,706644897839910912,1194
1306,2298,706593038911545345,688
1307,3691,706538006853918722,1539
1308,3309,706516534877929472,1126
1309,3678,706346369204748288,1002
1310,22885,706310011488698368,8736
1311,1812,706291001778950144,511
1312,2906,706265994973601792,1000
1313,4180,706169069255446529,2432
1314,5495,706166467411222528,1760
1315,1597,706153300320784384,420
1316,3312,705975130514706432,805
1317,3360,705970349788291072,973
1318,2536,705898680587526145,619
1319,2084,705786532653883392,578
1320,3388,705591895322394625,1263
1321,3158,705475953783398401,1006
1322,4757,705442520700944385,1803
1323,4075,705428427625635840,1855
1324,3205,705239209544720384,818
1325,2758,705223444686888960,880
1326,2298,705102439679201280,564
1327,2322,705066031337840642,661
1328,4544,704871453724954624,1216
1329,2408,704859558691414016,598
1330,5454,704847917308362754,1679
1331,2828,704819833553219584,1100
1332,7093,704761120771465216,3173
1333,3139,704499785726889984,1090
1334,817,704491224099647488,92
1335,3631,704480331685040129,1155
1336,8593,704364645503647744,3881
1337,1686,704347321748819968,386
1338,1620,704134088924532736,509
1339,1986,704113298707505153,616
1340,3119,704054845121142784,999
1341,1971,703774238772166656,509
1342,3517,703769065844768768,1239
1343,2777,703631701117943808,752
1344,4126,703611486317502464,1662
1345,4064,703425003149250560,1508
1346,2633,703407252292673536,761
1347,3749,703382836347330562,1249
1348,2034,703356393781329922,422
1349,2107,703268521220972544,607
1350,7888,703079050210877440,3377
1351,28232,703041949650034688,13720
1352,2771,702932127499816960,790
1353,1728,702899151802126337,491
1354,3436,702684942141153280,1176
1355,2342,702671118226825216,612
1356,11056,702598099714314240,3585
1357,3071,702539513671897089,1051
1358,3421,702332542343577600,1698
1359,3511,702321140488925184,1129
1360,2647,702276748847800320,834
1361,5136,702217446468493312,1462
1362,3684,701981390485725185,1079
1363,4078,701952816642965504,1112
1364,3810,701889187134500865,1506
1365,3666,701805642395348998,1847
1366,2233,701601587219795968,502
1367,3009,701570477911896070,1022
1368,2833,701545186879471618,663
1369,13088,701214700881756160,5611
1370,2379,700890391244103680,628
1371,2773,700864154249383937,667
1372,2599,700847567345688576,544
1373,2604,700796979434098688,1045
1374,24447,700747788515020802,10264
1375,2816,700518061187723268,873
1376,2437,700505138482569216,624
1377,4437,700462010979500032,1969
1378,2834,700167517596164096,814
1379,2396,700151421916807169,725
1380,8069,700143752053182464,3016
1381,2823,700062718104104960,756
1382,2210,700029284593901568,635
1383,3534,700002074055016451,1469
1384,3259,699801817392291840,1053
1385,2403,699788877217865730,543
1386,2957,699779630832685056,1350
1387,2097,699775878809702401,667
1388,10961,699691744225525762,5014
1389,6347,699446877801091073,2853
1390,2320,699434518667751424,557
1391,1467,699423671849451520,362
1392,2201,699413908797464576,675
1393,2007,699370870310113280,478
1394,3374,699323444782047232,945
1395,2388,699088579889332224,688
1396,2614,699079609774645248,715
1397,3205,699072405256409088,1293
1398,4042,699060279947165696,1984
1399,2789,699036661657767936,1304
1400,3618,698989035503689728,1078
1401,2894,698953797952008193,982
1402,2719,698907974262222848,680
1403,2646,698710712454139905,751
1404,1554,698703483621523456,413
1405,1372,698635131305795584,373
1406,2478,698549713696649216,678
1407,1999,698355670425473025,492
1408,2428,698342080612007937,1040
1409,5076,698262614669991936,2194
1410,17946,698195409219559425,6534
1411,3006,698178924120031232,802
1412,1629,697995514407682048,363
1413,3513,697990423684476929,1412
1414,2570,697943111201378304,755
1415,3230,697881462549430272,1296
1416,1864,697630435728322560,589
1417,3369,697616773278015490,1101
1418,3236,697596423848730625,1375
1419,2186,697575480820686848,551
1420,2217,697516214579523584,1238
1421,2590,697482927769255936,740
1422,3650,697463031882764288,1508
1423,4989,697270446429966336,2029
1424,3518,697259378236399616,1086
1425,3230,697255105972801536,1269
1426,2694,697242256848379904,731
1427,3417,696900204696625153,1120
1428,2513,696894894812565505,738
1429,5171,696886256886657024,1957
1430,2615,696877980375769088,779
1431,1575,696754882863349760,388
1432,2224,696744641916489729,1031
1433,2545,696713835009417216,711
1434,4167,696518437233913856,1848
1435,1309,696490539101908992,162
1436,2719,696488710901260288,1131
1437,3434,696405997980676096,1244
1438,2070,696100768806522880,724
1439,3204,695816827381944320,1280
1440,3404,695794761660297217,852
1441,2003,695767669421768709,817
1442,4888,695629776980148225,2303
1443,4655,695446424020918272,1978
1444,9210,695409464418041856,3899
1445,3901,695314793360662529,1610
1446,2817,695095422348574720,673
1447,3039,695074328191332352,1206
1448,1718,695064344191721472,656
1449,2850,695051054296211456,863
1450,2890,694925794720792577,1004
1451,2963,694905863685980160,1025
1452,38130,694669722378485760,15802
1453,1610,694356675654983680,316
1454,2176,694352839993344000,678
1455,1687,694342028726001664,531
1456,2146,694329668942569472,546
1457,4483,694206574471057408,2230
1458,3149,694183373896572928,1014
1459,3622,694001791655137281,1131
1460,2002,693993230313091072,442
1461,1849,693942351086120961,404
1462,2879,693647888581312512,649
1463,1432,693644216740769793,142
1464,2720,693642232151285760,455
1465,2621,693629975228977152,876
1466,1648,693622659251335168,405
1467,5419,693590843962331137,2150
1468,1758,693582294167244802,280
1469,1894,693486665285931008,684
1470,3590,693280720173801472,1360
1471,2551,693267061318012928,899
1472,2389,693262851218264065,549
1473,3061,693231807727280129,801
1474,8444,693155686491000832,3505
1475,1838,693109034023534592,671
1476,2002,693095443459342336,505
1477,2857,692919143163629568,814
1478,2603,692905862751522816,961
1479,1917,692901601640583168,661
1480,2436,692894228850999298,883
1481,3074,692828166163931137,962
1482,7307,692752401762250755,3976
1483,4645,692568918515392513,1684
1484,3414,692535307825213440,1485
1485,1976,692530551048294401,457
1486,1578,692423280028966913,253
1487,10018,692417313023332352,3803
1488,2698,692187005137076224,900
1489,2308,692158366030913536,872
1490,1751,692142790915014657,429
1491,3638,692041934689402880,1391
1492,3062,692017291282812928,1048
1493,4218,691820333922455552,1802
1494,8698,691793053716221953,4600
1495,3090,691756958957883396,1121
1496,2074,691675652215414786,558
1497,2532,691483041324204033,625
1498,4344,691459709405118465,1252
1499,2836,691444869282295808,931
1500,20703,691416866452082688,8365
1501,2760,691321916024623104,721
1502,3173,691096613310316544,979
1503,1821,691090071332753408,371
1504,6331,690989312272396288,3150
1505,3820,690959652130045952,1378
1506,4424,690938899477221376,2183
1507,3518,690932576555528194,1116
1508,4036,690735892932222976,1403
1509,2320,690728923253055490,570
1510,2488,690690673629138944,866
1511,1396,690649993829576704,307
1512,309,690607260360429569,19
1513,2100,690597161306841088,657
1514,1997,690400367696297985,494
1515,3480,690374419777196032,946
1516,2848,690360449368465409,975
1517,1605,690348396616552449,558
1518,1804,690248561355657216,454
1519,2988,690021994562220032,1133
1520,2682,690015576308211712,807
1521,3913,690005060500217858,1851
1522,1525,689999384604450816,411
1523,1573,689993469801164801,502
1524,1459,689977555533848577,487
1525,2591,689905486972461056,759
1526,3226,689877686181715968,1301
1527,2314,689835978131935233,822
1528,3418,689661964914655233,1013
1529,11121,689659372465688576,4268
1530,2397,689623661272240129,716
1531,12447,689599056876867584,6050
1532,2203,689557536375177216,508
1533,3626,689517482558820352,1566
1534,2408,689289219123089408,1012
1535,3518,689283819090870273,1209
1536,2139,689280876073582592,788
1537,1237,689275259254616065,269
1538,2739,689255633275777024,1178
1539,3270,689154315265683456,1100
1540,2176,689143371370250240,566
1541,2920,688916208532455424,956
1542,2263,688908934925697024,847
1543,2247,688898160958271489,862
1544,2386,688894073864884227,768
1545,1472,688828561667567616,405
1546,1024,688804835492233216,215
1547,2371,688789766343622656,728
1548,2786,688547210804498433,770
1549,2465,688519176466644993,799
1550,9956,688385280030670848,4874
1551,2378,688211956440801280,917
1552,2264,688179443353796608,645
1553,3019,688116655151435777,860
1554,1832,688064179421470721,394
1555,5863,687841446767013888,2776
1556,2922,687826841265172480,1247
1557,2681,687818504314159109,1044
1558,2557,687807801670897665,766
1559,1884,687732144991551489,721
1560,2608,687704180304273409,927
1561,2076,687664829264453632,563
1562,2050,687494652870668288,630
1563,1712,687480748861947905,273
1564,2118,687476254459715584,591
1565,2185,687460506001633280,592
1566,2032,687399393394311168,686
1567,21520,687317306314240000,10051
1568,4655,687312378585812992,2089
1569,5845,687127927494963200,2515
1570,2317,687124485711986689,557
1571,6210,687109925361856513,2711
1572,2499,687102708889812993,1090
1573,2401,687096057537363968,669
1574,9215,686947101016735744,3478
1575,3763,686760001961103360,1507
1576,3719,686749460672679938,1603
1577,4444,686730991906516992,1312
1578,3000,686683045143953408,883
1579,3935,686618349602762752,1490
1580,2018,686606069955735556,592
1581,1882,686394059078897668,750
1582,3479,686386521809772549,972
1583,2368,686377065986265092,618
1584,2353,686358356425093120,750
1585,4278,686286779679375361,1829
1586,2362,686050296934563840,809
1587,1238,686035780142297088,133
1588,3336,686034024800862208,1283
1589,2643,686007916130873345,459
1590,1946,686003207160610816,702
1591,2262,685973236358713344,589
1592,1755,685943807276412928,672
1593,8064,685906723014619143,3193
1594,2169,685681090388975616,138
1595,2498,685667379192414208,632
1596,3474,685663452032069632,1604
1597,3134,685641971164143616,852
1598,35303,685547936038666240,17192
1599,3259,685532292383666176,1267
1600,10166,685325112850124800,4386
1601,2833,685321586178670592,711
1602,3578,685315239903100929,1183
1603,2213,685307451701334016,482
1604,3327,685268753634967552,1330
1605,2487,685198997565345792,735
1606,4378,685169283572338688,1565
1607,2453,684969860808454144,422
1608,7139,684959798585110529,3431
1609,3447,684940049151070208,1150
1610,3752,684926975086034944,520
1611,3744,684914660081053696,1606
1612,2006,684902183876321280,585
1613,2251,684880619965411328,909
1614,37581,684830982659280897,23680
1615,2906,684800227459624960,1089
1616,9566,684594889858887680,3878
1617,4408,684588130326986752,1546
1618,3218,684567543613382656,1356
1619,2832,684538444857667585,1058
1620,4135,684481074559381504,1283
1621,2112,684460069371654144,610
1622,8739,684241637099323392,3620
1623,1327,684225744407494656,232
1624,4114,684222868335505415,1519
1625,2322,684200372118904832,1132
1626,2049,684195085588783105,570
1627,3722,684188786104872960,1291
1628,2158,684177701129875456,737
1629,3183,684147889187209216,1641
1630,2129,684122891630342144,522
1631,4400,684097758874210310,1573
1632,4054,683857920510050305,1224
1633,2058,683852578183077888,385
1634,2807,683849932751646720,1077
1635,2802,683834909291606017,1212
1636,2981,683828599284170753,1159
1637,3581,683773439333797890,1486
1638,6967,683742671509258241,3657
1639,7880,683515932363329536,3187
1640,3385,683498322573824003,1052
1641,2814,683481228088049664,1088
1642,2607,683462770029932544,735
1643,4162,683449695444799489,1763
1644,8130,683391852557561860,2617
1645,3151,683357973142474752,1033
1646,3081,683142553609318400,1143
1647,3634,683111407806746624,1001
1648,2315,683098815881154561,717
1649,2126,683078886620553216,617
1650,2305,683030066213818368,803
1651,39636,682962037429899265,18357
1652,1890,682808988178739200,203
1653,2642,682788441537560576,1227
1654,1627,682750546109968385,479
1655,1409,682697186228989953,393
1656,3259,682662431982772225,1174
1657,2200,682638830361513985,658
1658,3660,682429480204398592,1272
1659,8104,682406705142087680,1941
1660,2384,682393905736888321,749
1661,1785,682389078323662849,511
1662,3293,682303737705140231,1095
1663,4459,682259524040966145,1341
1664,3474,682242692827447297,1300
1665,19617,682088079302213632,10899
1666,5302,682059653698686977,1859
1667,3434,682047327939461121,1063
1668,7032,682032003584274432,2212
1669,3369,682003177596559360,1673
1670,2958,681981167097122816,1131
1671,2636,681891461017812993,912
1672,13656,681694085539872773,4435
1673,1876,681679526984871937,488
1674,2822,681654059175129088,1019
1675,2039,681610798867845120,518
1676,3792,681579835668455424,1438
1677,15317,681523177663676416,6397
1678,1753,681340665377193984,303
1679,9921,681339448655802368,4447
1680,2840,681320187870711809,837
1681,4222,681302363064414209,2008
1682,3399,681297372102656000,1049
1683,3430,681281657291280384,1208
1684,1556,681261549936340994,300
1685,1599,681242418453299201,598
1686,2553,681231109724700672,528
1687,3959,681193455364796417,1633
1688,2589,680970795137544192,725
1689,4863,680959110691590145,2174
1690,3445,680940246314430465,1163
1691,2215,680934982542561280,483
1692,2553,680913438424612864,677
1693,1885,680889648562991104,401
1694,3680,680836378243002368,1462
1695,2315,680805554198020098,723
1696,2524,680801747103793152,904
1697,3053,680798457301471234,1144
1698,2811,680609293079592961,783
1699,3845,680583894916304897,1471
1700,4516,680497766108381184,2095
1701,1829,680494726643068929,528
1702,2703,680473011644985345,817
1703,1549,680440374763077632,552
1704,1554,680221482581123072,316
1705,3023,680206703334408192,1287
1706,2289,680191257256136705,558
1707,4160,680176173301628928,1706
1708,2466,680161097740095489,801
1709,3859,680145970311643136,1905
1710,2450,680130881361686529,1041
1711,2893,680115823365742593,999
1712,3804,680100725817409536,1498
1713,13645,680085611152338944,9738
1714,2740,680070545539371008,962
1715,17817,680055455951884288,7802
1716,2094,679877062409191424,705
1717,2316,679872969355714560,723
1718,2628,679862121895714818,684
1719,3065,679854723806179328,1354
1720,2532,679844490799091713,855
1721,38680,679828447187857408,15347
1722,3288,679777920601223168,1224
1723,2234,679736210798047232,876
1724,2310,679729593985699840,902
1725,1765,679722016581222400,517
1726,5073,679530280114372609,2272
1727,2825,679527802031484928,799
1728,3599,679511351870550016,1406
1729,3373,679503373272485890,1623
1730,2242,679475951516934144,702
1731,33908,679462823135686656,20632
1732,2536,679405845277462528,1320
1733,22927,679158373988876288,8882
1734,2952,679148763231985668,1125
1735,3161,679132435750195208,1272
1736,6357,679111216690831360,2804
1737,18227,679062614270468097,9001
1738,2406,679047485189439488,750
1739,3003,679001094530465792,1345
1740,2478,678991772295516161,1280
1741,1744,678969228704284672,503
1742,2740,678800283649069056,984
1743,3713,678798276842360832,1298
1744,2963,678774928607469569,1006
1745,3760,678767140346941444,1499
1746,1736,678764513869611008,524
1747,7613,678755239630127104,3627
1748,3990,678740035362037760,1863
1749,5921,678708137298427904,2663
1750,3058,678675843183484930,1628
1751,2181,678643457146150913,467
1752,4249,678446151570427904,1722
1753,5766,678424312106393600,2779
1754,4508,678410210315247616,1991
1755,61659,678399652199309312,30181
1756,1687,678396796259975168,457
1757,1984,678389028614488064,459
1758,2587,678380236862578688,987
1759,1833,678341075375947776,589
1760,1377,678334497360859136,292
1761,12209,678278586130948096,6627
1762,1682,678255464182861824,405
1763,2041,678023323247357953,424
1764,14599,678021115718029313,6938
1765,3619,677961670166224897,1827
1766,1431,677918531514703872,445
1767,5129,677895101218201600,2306
1768,3234,677716515794329600,1062
1769,3592,677700003327029250,1562
1770,1296,677698403548192770,348
1771,2623,677687604918272002,916
1772,3537,677673981332312066,1627
1773,2071,677662372920729601,1064
1774,1990,677644091929329666,866
1775,2268,677573743309385728,794
1776,1365,677565715327688705,496
1777,2577,677557565589463040,1266
1778,7343,677547928504967168,3948
1779,1125,677530072887205888,243
1780,3235,677335745548390400,1946
1781,1435,677334615166730240,321
1782,1151,677331501395156992,257
1783,3850,677328882937298944,1631
1784,1742,677314812125323265,586
1785,1317,677301033169788928,449
1786,2103,677269281705472000,766
1787,3743,677228873407442944,1775
1788,2887,677187300187611136,998
1789,2935,676975532580409345,1163
1790,2332,676957860086095872,880
1791,1375,676949632774234114,428
1792,2293,676948236477857792,948
1793,1798,676946864479084545,410
1794,2196,676942428000112642,828
1795,13451,676936541936185344,5335
1796,3139,676916996760600576,1943
1797,2376,676897532954456065,785
1798,2228,676864501615042560,780
1799,24418,676821958043033607,16957
1800,1907,676819651066732545,719
1801,1498,676811746707918848,457
1802,5267,676776431406465024,2179
1803,3057,676617503762681856,1067
1804,1150,676613908052996102,210
1805,1987,676606785097199616,477
1806,1233,676603393314578432,424
1807,4827,676593408224403456,2335
1808,974,676590572941893632,139
1809,2461,676588346097852417,864
1810,1270,676582956622721024,305
1811,2725,676575501977128964,1217
1812,1980,676533798876651520,604
1813,1594,676496375194980353,577
1814,12287,676470639084101634,5061
1815,1815,676440007570247681,725
1816,1470,676430933382295552,373
1817,2183,676263575653122048,591
1818,1287,676237365392908289,320
1819,79037,676219687039057920,33649
1820,1827,676215927814406144,636
1821,2396,676191832485810177,1110
1822,2019,676146341966438401,723
1823,2258,676121918416756736,1259
1824,2956,676101918813499392,1248
1825,3176,676098748976615425,1559
1826,1382,676089483918516224,462
1827,1722,675898130735476737,625
1828,2241,675891555769696257,944
1829,2509,675888385639251968,1036
1830,4404,675878199931371520,1520
1831,1730,675870721063669760,610
1832,2835,675853064436391936,1405
1833,990,675849018447167488,165
1834,2400,675845657354215424,963
1835,1604,675822767435051008,573
1836,1102,675820929667219457,247
1837,10796,675798442703122432,3651
1838,1698,675781562965868544,511
1839,1219,675740360753160193,373
1840,1990,675710890956750848,898
1841,2091,675707330206547968,745
1842,676,675706639471788032,103
1843,1898,675534494439489536,451
1844,1237,675531475945709568,414
1845,1087,675522403582218240,307
1846,1376,675517828909424640,491
1847,18011,675501075957489664,6256
1848,3296,675497103322386432,1395
1849,1361,675489971617296384,639
